A Matrix
IN->public 0.0607505432642
VB->public 0.00253879317692
TO->public 0.0420975383575
DT->public 0.0667395718073
PRP->public 0.0384442172882
RB->public 0.0450816448484
CC->public 0.00839414850691
NP->education 0.0183307634298
NN->education 0.00742235264947
JJ->education 0.0149168968651
IN->education 0.0153461504395
VB->education 0.0135478970348
TO->education 0.0128910780644
DT->education 0.0184367735172
PRP->education 0.0134606286396
RB->education 0.0251945929318
CC->education 0.0231110324223
NP->provided 0.0203097352308
NN->provided 0.0456333675442
JJ->provided 0.0161971582194
IN->provided 0.0127658259385
VB->provided 0.0361992702677
TO->provided 0.00463010628166
DT->provided 0.0435428187403
PRP->provided 0.0122553538378
RB->provided 0.00262996440798
CC->provided 0.000355817374136
NP->that nan
NN->that nan
JJ->that nan
IN->that nan
VB->that nan
TO->that nan
DT->that nan
PRP->that nan
RB->that nan
CC->that nan
NP->such nan
NN->such nan
JJ->such nan
IN->such nan
VB->such nan
TO->such nan
DT->such nan
PRP->such nan
RB->such nan
CC->such nan
NP->funds nan
NN->funds nan
JJ->funds nan
IN->funds nan
VB->funds nan
TO->funds nan
DT->funds nan
PRP->funds nan
RB->funds nan
CC->funds nan
NP->be nan
NN->be nan
JJ->be nan
IN->be nan
VB->be nan
TO->be nan
DT->be nan
PRP->be nan
RB->be nan
CC->be nan
NP->received nan
NN->received nan
JJ->received nan
IN->received nan
VB->received nan
TO->received nan
DT->received nan
PRP->received nan
RB->received nan
CC->received nan
NP->and nan
NN->and nan
JJ->and nan
IN->and nan
VB->and nan
TO->and nan
DT->and nan
PRP->and nan
RB->and nan
CC->and nan
NP->expended 0.00142806818546
NN->expended 0.0256807501241
JJ->expended 0.0446925644433
IN->expended 0.0461985405472
VB->expended 0.0555627946965
TO->expended 0.0556857164301
DT->expended 0.0241535359417
PRP->expended 0.0162366812142
RB->expended 0.0490308332287
CC->expended 3.24043778052e-05
NP->as nan
NN->as nan
JJ->as nan
IN->as nan
VB->as nan
TO->as nan
DT->as nan
PRP->as nan
RB->as nan
CC->as nan
NP->state nan
NN->state nan
JJ->state nan
IN->state nan
VB->state nan
TO->state nan
DT->state nan
PRP->state nan
RB->state nan
CC->state nan
NP->funds nan
NN->funds nan
JJ->funds nan
IN->funds nan
VB->funds nan
TO->funds nan
DT->funds nan
PRP->funds nan
RB->funds nan
CC->funds nan
NP-> 0.0576155147741
NN-> 0.0455286921651
JJ-> 0.057286653258
IN-> 0.0177295352845
VB-> 0.0523560097744
TO-> 0.012885165813
DT-> 0.00354078219835
PRP-> 0.0538279702145
RB-> 0.0157681676407
CC-> 0.00696579805246
NP->barber 0.0118690419322
NN->barber 0.0247595020404
JJ->barber 0.0102861518293
IN->barber 0.0168049590871
VB->barber 0.00601984906639
TO->barber 0.00493949784223
DT->barber 0.00308843686565
PRP->barber 0.0112952058539
RB->barber 0.0168781188801
CC->barber 0.0157172663483
NP->who 0.030594961568
NN->who 0.0136968338936
JJ->who 0.0527874631415
IN->who 0.0381650340489
VB->who 0.0455101615506
TO->who 0.0154350873896
DT->who 0.0277222958558
PRP->who 0.0395316482441
RB->who 0.0083630770446
CC->who 0.0523886872237
NP->is nan
NN->is nan
JJ->is nan
IN->is nan
VB->is nan
TO->is nan
DT->is nan
PRP->is nan
RB->is nan
CC->is nan
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->his 0.0118381316021
NN->his 0.00539462143962
JJ->his 0.0139187053188
IN->his 0.0564827432816
VB->his 0.029713040051
TO->his 0.0462893584031
DT->his 0.021932520407
PRP->his 0.0194242584702
RB->his 0.0379631086562
CC->his 0.0267511823986
NP->13th 0.00646880937414
NN->13th 0.0223780904096
JJ->13th 0.0308445510151
IN->13th 0.00457569762233
VB->13th 0.0372898768923
TO->13th 0.0233780798947
DT->13th 0.0183898435201
PRP->13th 0.031617293419
RB->13th 0.0180142676709
CC->13th 0.0258021571721
NP->year 0.0382877949234
NN->year 0.0196520586955
JJ->year 0.00563164152498
IN->year 0.049205490507
VB->year 0.0393800969841
TO->year 0.00765760685298
DT->year 0.00453326151803
PRP->year 0.0109313761088
RB->year 0.0236330238837
CC->year 0.00161261705645
NP->as nan
NN->as nan
JJ->as nan
IN->as nan
VB->as nan
TO->as nan
DT->as nan
PRP->as nan
RB->as nan
CC->as nan
NP->a nan
NN->a nan
JJ->a nan
IN->a nan
VB->a nan
TO->a nan
DT->a nan
PRP->a nan
RB->a nan
CC->a nan
NP->legislator 0.0311901344365
NN->legislator 0.018052851142
JJ->legislator 0.0296772432539
IN->legislator 0.00867639115236
VB->legislator 0.0414169675372
TO->legislator 0.0377426957865
DT->legislator 0.0320804343711
PRP->legislator 0.0329859226854
RB->legislator 0.0194110808353
CC->legislator 0.0120247809028
NP->said nan
NN->said nan
JJ->said nan
IN->said nan
VB->said nan
TO->said nan
DT->said nan
PRP->said nan
RB->said nan
CC->said nan
NP->there nan
NN->there nan
JJ->there nan
IN->there nan
VB->there nan
TO->there nan
DT->there nan
PRP->there nan
RB->there nan
CC->there nan
NP->are nan
NN->are nan
JJ->are nan
IN->are nan
VB->are nan
TO->are nan
DT->are nan
PRP->are nan
RB->are nan
CC->are nan
NP->some nan
NN->some nan
JJ->some nan
IN->some nan
VB->some nan
TO->some nan
DT->some nan
PRP->some nan
RB->some nan
CC->some nan
NP->members 0.00966689036646
NN->members 0.0208677906253
JJ->members 0.0123772734784
IN->members 0.00446015939695
VB->members 0.0234530716
TO->members 0.0175570164363
DT->members 0.00799723565841
PRP->members 0.0221167364309
RB->members 0.00879659620235
CC->members 0.0428116762114
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->our nan
NN->our nan
JJ->our nan
IN->our nan
VB->our nan
TO->our nan
DT->our nan
PRP->our nan
RB->our nan
CC->our nan
NP->congressional 0.0204223315709
NN->congressional 0.012973289833
JJ->congressional 0.0330865782983
IN->congressional 0.0468432238953
VB->congressional 0.0134611095099
TO->congressional 0.000311657147319
DT->congressional 0.0148476762408
PRP->congressional 0.0356842179984
RB->congressional 0.039870074171
CC->congressional 0.0281890264133
NP->delegation 0.035695181263
NN->delegation 0.036353222531
JJ->delegation 0.0166273411578
IN->delegation 0.0361315139397
VB->delegation 0.0410358557451
TO->delegation 0.0330103203275
DT->delegation 0.000666049970639
PRP->delegation 0.0424160387546
RB->delegation 0.0393191232219
CC->delegation 0.00354751182402
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->washington 0.018164343072
NN->washington 0.0142337555764
JJ->washington 0.0123683872563
IN->washington 0.0134877178266
VB->washington 0.0127671853139
TO->washington 0.0404804086425
DT->washington 0.0239202491436
PRP->washington 0.016929365953
RB->washington 0.0353845724522
CC->washington 0.0208509121538
NP->who 0.030594961568
NN->who 0.0136968338936
JJ->who 0.0527874631415
IN->who 0.0381650340489
VB->who 0.0455101615506
TO->who 0.0154350873896
DT->who 0.0277222958558
PRP->who 0.0395316482441
RB->who 0.0083630770446
CC->who 0.0523886872237
NP->would 0.0287225514482
NN->would 0.017408618097
JJ->would 0.0193768996865
IN->would 0.048802139656
VB->would 0.00595543177932
TO->would 0.0269723131302
DT->would 0.0206417317309
PRP->would 0.000131899825487
RB->would 0.029874228669
CC->would 0.0387230571784
NP->like 0.000831044777121
NN->like 0.00983000685006
JJ->like 0.0178267480267
IN->like 0.0143177694634
VB->like 0.040193891095
TO->like 0.0354245567744
DT->like 0.0446890286436
PRP->like 0.0267734222129
RB->like 0.014891111596
CC->like 0.0256956019704
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->see 0.0380040918596
NN->see 0.00125433394224
JJ->see 0.0318669329346
IN->see 0.0541753310412
VB->see 0.0171805761587
TO->see 0.00843264210406
DT->see 0.011101619014
PRP->see 0.00259009143399
RB->see 0.0196994084275
CC->see 0.0085487748774
NP->it nan
NN->it nan
JJ->it nan
IN->it nan
VB->it nan
TO->it nan
DT->it nan
PRP->it nan
RB->it nan
CC->it nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->resolution 0.0144400916659
NN->resolution 0.026137409282
JJ->resolution 0.0141954842595
IN->resolution 0.00366641614403
VB->resolution 0.0114866835774
TO->resolution 0.01330528169
DT->resolution 0.0112996596572
PRP->resolution 0.0127851520626
RB->resolution 0.0129317225519
CC->resolution 0.0239192162008
NP->passed 0.0233373286531
NN->passed 0.0322243926254
JJ->passed 0.00974950773735
IN->passed 0.000453858176859
VB->passed 0.0029698428214
TO->passed 0.0301217605774
DT->passed 0.0355498921733
PRP->passed 0.0415200748353
RB->passed 0.0314486530326
CC->passed 0.00834459280052
NP->but nan
NN->but nan
JJ->but nan
IN->but nan
VB->but nan
TO->but nan
DT->but nan
PRP->but nan
RB->but nan
CC->but nan
NP->he 0.000679154972419
NN->he 0.00462913629339
JJ->he 0.00364985943204
IN->he 0.00468070709646
VB->he 0.00233178609096
TO->he 0.00507515300077
DT->he 0.00446761383778
PRP->he 0.0019718594895
RB->he 0.000184206646327
CC->he 0.00200959869724
NP->added nan
NN->added nan
JJ->added nan
IN->added nan
VB->added nan
TO->added nan
DT->added nan
PRP->added nan
RB->added nan
CC->added nan
NP->that nan
NN->that nan
JJ->that nan
IN->that nan
VB->that nan
TO->that nan
DT->that nan
PRP->that nan
RB->that nan
CC->that nan
NP->none nan
NN->none nan
JJ->none nan
IN->none nan
VB->none nan
TO->none nan
DT->none nan
PRP->none nan
RB->none nan
CC->none nan
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->georgias nan
NN->georgias nan
JJ->georgias nan
IN->georgias nan
VB->georgias nan
TO->georgias nan
DT->georgias nan
PRP->georgias nan
RB->georgias nan
CC->georgias nan
NP->congressmen 0.0225022085809
NN->congressmen 0.0262421941119
JJ->congressmen 0.00716530464963
IN->congressmen 0.0114316333742
VB->congressmen 0.0183540875848
TO->congressmen 0.0117630473348
DT->congressmen 0.0250325281854
PRP->congressmen 0.00209665040749
RB->congressmen 0.014665584053
CC->congressmen 0.0017076291411
NP->specifically 0.0189831822715
NN->specifically 0.0306334924399
JJ->specifically 0.00214440171113
IN->specifically 0.0188020551937
VB->specifically 0.0481565989285
TO->specifically 0.0295047746822
DT->specifically 0.016752499963
PRP->specifically 0.0432658455273
RB->specifically 0.000383981161512
CC->specifically 0.0435973614133
NP->asked 0.0204816748319
NN->asked 0.0241215991526
JJ->asked 0.00214268343345
IN->asked 0.0544426912582
VB->asked 0.0156094329464
TO->asked 0.000714796697025
DT->asked 0.00723705476039
PRP->asked 0.00826286270073
RB->asked 0.023460077649
CC->asked 0.039324952898
NP->him 0.00546877008908
NN->him 0.0209951450225
JJ->him 0.0386025009262
IN->him 0.0422936740674
VB->him 0.00140536075049
TO->him 0.0273353039957
DT->him 0.0343564610383
PRP->him 0.0108594688002
RB->him 0.0284947589583
CC->him 0.0194151803444
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->offer 0.0148357727766
NN->offer 0.0153032981258
JJ->offer 0.00754668829245
IN->offer 0.0173534892221
VB->offer 0.00789360998678
TO->offer 0.0304257465151
DT->offer 0.0186034677461
PRP->offer 0.0397233404097
RB->offer 0.0205536764856
CC->offer 0.0121394028275
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->resolution 0.0144400916659
NN->resolution 0.026137409282
JJ->resolution 0.0141954842595
IN->resolution 0.00366641614403
VB->resolution 0.0114866835774
TO->resolution 0.01330528169
DT->resolution 0.0112996596572
PRP->resolution 0.0127851520626
RB->resolution 0.0129317225519
CC->resolution 0.0239192162008
NP-> 0.0576155147741
NN-> 0.0455286921651
JJ-> 0.057286653258
IN-> 0.0177295352845
VB-> 0.0523560097744
TO-> 0.012885165813
DT-> 0.00354078219835
PRP-> 0.0538279702145
RB-> 0.0157681676407
CC-> 0.00696579805246
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->resolution 0.0144400916659
NN->resolution 0.026137409282
JJ->resolution 0.0141954842595
IN->resolution 0.00366641614403
VB->resolution 0.0114866835774
TO->resolution 0.01330528169
DT->resolution 0.0112996596572
PRP->resolution 0.0127851520626
RB->resolution 0.0129317225519
CC->resolution 0.0239192162008
NP->which nan
NN->which nan
JJ->which nan
IN->which nan
VB->which nan
TO->which nan
DT->which nan
PRP->which nan
RB->which nan
CC->which nan
NP->barber 0.0118690419322
NN->barber 0.0247595020404
JJ->barber 0.0102861518293
IN->barber 0.0168049590871
VB->barber 0.00601984906639
TO->barber 0.00493949784223
DT->barber 0.00308843686565
PRP->barber 0.0112952058539
RB->barber 0.0168781188801
CC->barber 0.0157172663483
NP->tossed 0.00878215569807
NN->tossed 0.00820470355743
JJ->tossed 0.0150625510118
IN->tossed 0.0147760223738
VB->tossed 0.0233959129436
TO->tossed 0.00210775867512
DT->tossed 0.0223607260694
PRP->tossed 0.0254059387081
RB->tossed 0.00667628553604
CC->tossed 0.00929785265942
NP->into nan
NN->into nan
JJ->into nan
IN->into nan
VB->into nan
TO->into nan
DT->into nan
PRP->into nan
RB->into nan
CC->into nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->house 0.0109775015122
NN->house 0.0209606532991
JJ->house 0.00592751277507
IN->house 0.00211088377078
VB->house 0.017827425837
TO->house 0.0228380741224
DT->house 0.00794995040263
PRP->house 0.0264638340666
RB->house 0.00605689134308
CC->house 0.010397535186
NP->hopper 0.0104706852086
NN->hopper 0.00369591445688
JJ->hopper 0.0151273386013
IN->hopper 0.00223534860277
VB->hopper 0.0245005485177
TO->hopper 0.0274986074356
DT->hopper 0.00976317517901
PRP->hopper 0.0110939552918
RB->hopper 0.0192595148156
CC->hopper 0.00751144435461
NP->friday 0.198574414811
NN->friday 3.59088304902e-83
JJ->friday 6.23591718104e-96
IN->friday 4.15778230261e-30
VB->friday 1.124629973e-105
TO->friday 2.35710986167e-98
DT->friday 2.47308831232e-84
PRP->friday 3.209418069e-38
RB->friday 6.94154453153e-75
CC->friday 4.14617199788e-82
NP->will nan
NN->will nan
JJ->will nan
IN->will nan
VB->will nan
TO->will nan
DT->will nan
PRP->will nan
RB->will nan
CC->will nan
NP->be nan
NN->be nan
JJ->be nan
IN->be nan
VB->be nan
TO->be nan
DT->be nan
PRP->be nan
RB->be nan
CC->be nan
NP->formally 0.0133868260906
NN->formally 0.0218527263474
JJ->formally 0.0178760263926
IN->formally 0.0216406939686
VB->formally 0.00831765980206
TO->formally 0.00204084666367
DT->formally 0.0165955268265
PRP->formally 0.0163574365639
RB->formally 0.00315221950629
CC->formally 0.00392204325835
NP->read 0.0168764009567
NN->read 0.0229476987633
JJ->read 0.0260288660842
IN->read 0.026174175605
VB->read 0.0127535410639
TO->read 0.0106802227148
DT->read 0.0114401271151
PRP->read 0.0222229602871
RB->read 0.0140170965916
CC->read 0.017407759219
NP->monday 0.0129193201179
NN->monday 0.0144320025682
JJ->monday 0.0187063820222
IN->monday 0.0260210035474
VB->monday 0.0244335769439
TO->monday 0.000805387095622
DT->monday 0.0134463067233
PRP->monday 0.0245676124411
RB->monday 0.00540336429138
CC->monday 0.0078723230297
NP->it nan
NN->it nan
JJ->it nan
IN->it nan
VB->it nan
TO->it nan
DT->it nan
PRP->it nan
RB->it nan
CC->it nan
NP->says 0.0110991632117
NN->says 0.0186715848107
JJ->says 0.00880996416093
IN->says 0.0212816060362
VB->says 0.00228304874359
TO->says 0.0142995158163
DT->says 0.0123138355137
PRP->says 0.00395431980975
RB->says 0.0238998521563
CC->says 0.017130860819
NP->that nan
NN->that nan
JJ->that nan
IN->that nan
VB->that nan
TO->that nan
DT->that nan
PRP->that nan
RB->that nan
CC->that nan
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->event 0.0220849488954
NN->event 0.00779540040395
JJ->event 0.0032231498674
IN->event 0.0170307135034
VB->event 0.0180468089214
TO->event 0.0121092734365
DT->event 0.00645657460202
PRP->event 0.0106354683023
RB->event 0.00313146199758
CC->event 0.0145625246222
NP->congress 0.00870696935288
NN->congress 0.00942214932584
JJ->congress 0.0138338256483
IN->congress 0.0140324622173
VB->congress 0.0197662232665
TO->congress 0.0102041772524
DT->congress 0.020399686883
PRP->congress 0.00188323678055
RB->congress 0.00216985846574
CC->congress 0.0186285368289
NP->does 0.0129066732453
NN->does 0.0103401138662
JJ->does 0.00917670957933
IN->does 0.00350757637
VB->does 0.0073067228448
TO->does 0.0166136592543
DT->does 0.0048944681043
PRP->does 0.00886372741988
RB->does 0.0204597594457
CC->does 0.0120539788291
NP->provide nan
NN->provide nan
JJ->provide nan
IN->provide nan
VB->provide nan
TO->provide nan
DT->provide nan
PRP->provide nan
RB->provide nan
CC->provide nan
NP->this nan
NN->this nan
JJ->this nan
IN->this nan
VB->this nan
TO->this nan
DT->this nan
PRP->this nan
RB->this nan
CC->this nan
NP->increase 0.0241391448745
NN->increase 0.0212751060058
JJ->increase 0.0286143522849
IN->increase 0.00491700614167
VB->increase 0.0271849453631
TO->increase 0.00884514830554
DT->increase 0.0185661497771
PRP->increase 0.0279590860961
RB->increase 0.00783099079963
CC->increase 0.0170526628152
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->federal nan
NN->federal nan
JJ->federal nan
IN->federal nan
VB->federal nan
TO->federal nan
DT->federal nan
PRP->federal nan
RB->federal nan
CC->federal nan
NP->funds nan
NN->funds nan
JJ->funds nan
IN->funds nan
VB->funds nan
TO->funds nan
DT->funds nan
PRP->funds nan
RB->funds nan
CC->funds nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->state nan
NN->state nan
JJ->state nan
IN->state nan
VB->state nan
TO->state nan
DT->state nan
PRP->state nan
RB->state nan
CC->state nan
NP->board 0.0363310942286
NN->board 0.00234217844774
JJ->board 0.00334191429768
IN->board 0.0572193001184
VB->board 0.0591767648316
TO->board 0.0656653053432
DT->board 0.0441354231422
PRP->board 0.022690402531
RB->board 0.0142430639528
CC->board 0.027917741906
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->education 0.0183307634298
NN->education 0.00742235264947
JJ->education 0.0149168968651
IN->education 0.0153461504395
VB->education 0.0135478970348
TO->education 0.0128910780644
DT->education 0.0184367735172
PRP->education 0.0134606286396
RB->education 0.0251945929318
CC->education 0.0231110324223
NP->should nan
NN->should nan
JJ->should nan
IN->should nan
VB->should nan
TO->should nan
DT->should nan
PRP->should nan
RB->should nan
CC->should nan
NP->be nan
NN->be nan
JJ->be nan
IN->be nan
VB->be nan
TO->be nan
DT->be nan
PRP->be nan
RB->be nan
CC->be nan
NP->directed 0.0228006988042
NN->directed 0.00570528605036
JJ->directed 0.0208925838864
IN->directed 0.00748326279073
VB->directed 0.0102882725276
TO->directed 0.012862543016
DT->directed 0.0179013109297
PRP->directed 0.0111989079181
RB->directed 0.0124566049979
